,0
0,"[0, 0]"
1,"[36.015864, 128.629598]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[36.0194349, 128.4011779]"
8,"[0, 0]"
9,"[36.0251001, 128.4329451]"
10,"[35.9890274, 128.40295]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
