,0
0,"[36.5390414, 128.51857234904617]"
1,"[36.5428308, 128.5164318]"
2,"[0, 0]"
3,"[36.5389896, 128.51665450559304]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[36.566005, 128.734234]"
12,"[0, 0]"
13,"[0, 0]"
