,0
0,"[0, 0]"
1,"[0, 0]"
2,"[36.718809, 128.493846]"
3,"[0, 0]"
4,"[36.6820138, 128.4197193]"
5,"[36.56281535, 128.29799131487746]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[36.73111675, 128.36893794706359]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[36.834319, 128.642232]"
