,0
0,"[0, 0]"
1,"[0, 0]"
2,"[36.09433645, 128.40254213922066]"
3,"[36.10498955, 128.29838993523515]"
4,"[35.12228475, 126.9721935009197]"
5,"[0, 0]"
6,"[37.4760745, 128.827357]"
7,"[36.25570155, 128.39881395179046]"
8,"[36.1131268, 128.31615113128996]"
9,"[36.102226, 128.4018212]"
10,"[36.275689, 128.281397]"
11,"[36.28294445, 128.16604537282728]"
12,"[36.11263595, 128.313015834034]"
13,"[0, 0]"
