,0
0,"[0, 0]"
1,"[36.3322364, 129.3785641]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[36.34897615, 129.38512332899876]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[36.36074775, 129.39321738647192]"
12,"[0, 0]"
13,"[0, 0]"
