,0
0,"[37.4981732, 130.8838863]"
1,"[0, 0]"
2,"[37.2411356, 131.86725226976046]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[37.4833281, 130.9009199]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[37.4757999, 130.895703]"
13,"[37.5354383, 130.9065895]"
