,0
0,"[35.8289437, 129.2181316]"
1,"[0, 0]"
2,"[35.8297198, 129.2145535]"
3,"[35.8364215, 129.2096217]"
4,"[35.83142505, 129.289294135397]"
5,"[35.851225, 129.2628118]"
6,"[0, 0]"
7,"[0, 0]"
8,"[35.834700299999994, 129.22643753548851]"
9,"[35.8368978, 129.28127409511313]"
10,"[35.8495256, 129.26150373521676]"
11,"[0, 0]"
12,"[35.7948033, 129.34919535629723]"
13,"[35.8347205, 129.21899763983052]"
