,0
0,"[36.4582774, 128.2437677]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[36.458698, 128.240808]"
7,"[36.591435, 127.855936]"
8,"[35.341193000000004, 126.88909893677248]"
9,"[35.8095698, 128.6800591]"
10,"[36.43911285, 128.2590653758948]"
11,"[37.65072445, 127.95228624124323]"
12,"[0, 0]"
13,"[36.42546325, 128.15031222015722]"
