,0
0,"[0, 0]"
1,"[0, 0]"
2,"[37.406919200000004, 126.73098169700575]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[36.16406975, 128.9766820420578]"
8,"[0, 0]"
9,"[0, 0]"
10,"[36.0465483, 128.9919793]"
11,"[0, 0]"
12,"[0, 0]"
13,"[35.9669662, 128.9328783]"
