,0
0,"[0, 0]"
1,"[36.11595355, 128.01377760671238]"
2,"[35.8614714, 127.9968067197817]"
3,"[35.9809316, 128.0005615]"
4,"[0, 0]"
5,"[0, 0]"
6,"[35.6870842, 127.7639389]"
7,"[0, 0]"
8,"[36.116929, 128.011021]"
9,"[0, 0]"
10,"[36.13732095, 128.09375971975066]"
11,"[0, 0]"
12,"[36.11929935, 128.0075620031895]"
13,"[0, 0]"
