,0
0,"[37.5602676, 126.99114337280602]"
1,"[0, 0]"
2,"[0, 0]"
3,"[36.0559656, 129.3775343]"
4,"[0, 0]"
5,"[0, 0]"
6,"[36.032930199999996, 129.38210788899872]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.06603885, 129.39391407299394]"
13,"[0, 0]"
