,0
0,"[0, 0]"
1,"[36.3892916, 129.1626562]"
2,"[36.36268445, 129.19025771089943]"
3,"[0, 0]"
4,"[36.378275, 129.1889661382114]"
5,"[0, 0]"
6,"[36.404092, 129.1705617]"
7,"[0, 0]"
8,"[36.4070917, 129.1704748]"
9,"[36.313493, 129.058155]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.50545, 129.1195]"
13,"[0, 0]"
