,0
0,"[0, 0]"
1,"[0, 0]"
2,"[35.6488891, 128.7035491]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[37.1535309, 128.9821687]"
8,"[0, 0]"
9,"[35.66109545, 128.96029242844813]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
