,0
0,"[35.81397545, 128.76305825708073]"
1,"[37.4359147, 126.9393711]"
2,"[0, 0]"
3,"[0, 0]"
4,"[35.828818, 128.7604626]"
5,"[35.7801658, 128.7659341]"
6,"[0, 0]"
7,"[0, 0]"
8,"[37.5088402, 127.063143]"
9,"[0, 0]"
10,"[35.82191915, 128.73607907519977]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
