,0
0,"[0, 0]"
1,"[0, 0]"
2,"[35.9962724, 127.7960919]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[36.0040674, 127.6623242]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[37.27373, 127.01799]"
13,"[35.9446544, 127.69167107898183]"
