,0
0,"[0, 0]"
1,"[0, 0]"
2,"[36.116656, 127.331026]"
3,"[0, 0]"
4,"[35.844496, 127.0305150443979]"
5,"[0, 0]"
6,"[35.9630881, 127.2334111]"
7,"[0, 0]"
8,"[0, 0]"
9,"[35.909930349999996, 127.25732357405442]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[35.727785499999996, 127.10683897197303]"
