,0
0,"[0, 0]"
1,"[0, 0]"
2,"[35.99081395, 126.71220303383487]"
3,"[35.9911543, 126.7047556]"
4,"[0, 0]"
5,"[34.67117155, 126.02837583808098]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[35.9507454, 126.6958556]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.9898176, 126.7034849]"
13,"[35.818142550000005, 126.4120450959896]"
