,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[35.596187, 127.11201826349318]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.85944965, 127.68023824102889]"
10,"[35.518998, 127.250855]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
