,0
0,"[35.7605732, 127.4115241]"
1,"[0, 0]"
2,"[0, 0]"
3,"[35.953483950000006, 126.9710484]"
4,"[0, 0]"
5,"[37.6467323, 126.9730688]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.7626357, 127.4165606]"
13,"[0, 0]"
