,0
0,"[35.4296505, 126.70497657737846]"
1,"[35.4182676, 126.55719533708904]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[35.4324669, 126.7027193]"
7,"[0, 0]"
8,"[0, 0]"
9,"[34.77196995, 127.70070295839716]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.778686, 126.589605]"
13,"[0, 0]"
