,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[35.3386216, 127.1884903]"
6,"[0, 0]"
7,"[0, 0]"
8,"[35.3986287, 127.0558256]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[35.2260166, 128.868109]"
