,0
0,"[35.550551, 126.862305]"
1,"[35.5529827, 127.01714832509126]"
2,"[0, 0]"
3,"[35.4864197, 126.9102478]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.4870408, 126.886876]"
13,"[0, 0]"
