,0
0,"[35.7534306, 126.85344928891794]"
1,"[35.724741, 127.056712]"
2,"[35.8593628, 126.7149497]"
3,"[37.7257039, 127.2833669]"
4,"[35.723031, 127.053659]"
5,"[36.1303051, 128.3207659572535]"
6,"[35.848714, 129.1044659]"
7,"[0, 0]"
8,"[0, 0]"
9,"[34.7744618, 127.64592444218499]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
