,0
0,"[37.3643862, 127.8332977]"
1,"[37.3683716, 127.8247346]"
2,"[0, 0]"
3,"[0, 0]"
4,"[37.3486997, 127.9499616]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[37.30540365, 128.0307644680044]"
12,"[0, 0]"
13,"[0, 0]"
