,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[38.076981399999994, 128.18638042087275]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[38.0626347, 128.1715485]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
