,0
0,"[0, 0]"
1,"[37.5438313, 128.03148773637312]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.4893277, 127.98746533972724]"
10,"[37.4559169, 127.0085836]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
