,0
0,"[37.6375925, 128.3407907]"
1,"[0, 0]"
2,"[37.609508, 128.373139]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.485101, 128.392647]"
6,"[37.7874381, 128.5670892]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[37.6125941, 128.3683187]"
12,"[0, 0]"
13,"[0, 0]"
