,0
0,"[0, 0]"
1,"[38.468533050000005, 128.43662679117392]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[38.26435, 128.5583837]"
12,"[38.481546, 128.43593]"
13,"[0, 0]"
