,0
0,"[37.79719165, 128.90282284533217]"
1,"[0, 0]"
2,"[37.701227, 128.866061]"
3,"[37.6216278, 128.7506175]"
4,"[37.77855955, 128.8777765642107]"
5,"[37.6869353, 129.0381580918915]"
6,"[0, 0]"
7,"[0, 0]"
8,"[37.79097825, 128.90601271785707]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
