,0
0,"[38.2118201, 128.60147678569055]"
1,"[38.2136283, 128.6001448]"
2,"[0, 0]"
3,"[38.1915588, 128.5833715]"
4,"[0, 0]"
5,"[38.163732, 128.4849601]"
6,"[37.753014, 126.919593]"
7,"[0, 0]"
8,"[38.2029777, 128.5939236]"
9,"[38.1753764, 128.4847028]"
10,"[38.187999500000004, 128.6056868514964]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
