,0
0,"[37.829255950000004, 128.46641486007417]"
1,"[37.698679, 127.957681]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[37.6491952, 127.68593690553978]"
7,"[0, 0]"
8,"[36.5994176, 128.20207438343732]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[37.682672, 127.876595]"
13,"[0, 0]"
