,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[38.2101489, 127.84634181890232]"
5,"[37.74628625, 127.18590881629082]"
6,"[0, 0]"
7,"[38.1236676, 127.7611602]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[38.0977946, 127.7040187]"
12,"[0, 0]"
13,"[0, 0]"
