,0
0,"[0, 0]"
1,"[0, 0]"
2,"[34.2948056, 126.5249677]"
3,"[34.38259065, 126.57754359655476]"
4,"[0, 0]"
5,"[34.5896405, 126.4375244]"
6,"[0, 0]"
7,"[34.4763626, 126.61595429679214]"
8,"[38.9475946, 125.5822277]"
9,"[35.4113845, 137.3053251]"
10,"[0, 0]"
11,"[34.4733073, 126.6365784]"
12,"[0, 0]"
13,"[0, 0]"
