,0
0,"[35.1346557, 126.505172]"
1,"[0, 0]"
2,"[37.598221699999996, 126.99808558362565]"
3,"[0, 0]"
4,"[35.249697, 127.42161]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[37.720435949999995, 126.70704136217788]"
