,0
0,"[0, 0]"
1,"[35.3219344, 127.0019241]"
2,"[35.32852595, 126.98555298011182]"
3,"[0, 0]"
4,"[0, 0]"
5,"[0, 0]"
6,"[35.183628299999995, 127.0121774718285]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[35.21932004999999, 126.99644669999999]"
12,"[35.260881, 126.960236]"
13,"[0, 0]"
