,0
0,"[0, 0]"
1,"[0, 0]"
2,"[34.771325, 126.834524]"
3,"[34.6749262, 126.9191676]"
4,"[0, 0]"
5,"[0, 0]"
6,"[34.8079362, 126.89679323706589]"
7,"[0, 0]"
8,"[0, 0]"
9,"[34.654435, 126.875207]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
