,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[35.3022055, 127.5577023]"
4,"[37.444506, 129.042589]"
5,"[0, 0]"
6,"[35.1822788, 127.4695431]"
7,"[0, 0]"
8,"[36.622306, 127.632583]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.3062606, 127.5105708]"
13,"[0, 0]"
