,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[35.8859215, 128.5101624]"
4,"[0, 0]"
5,"[35.1182226, 127.0159487]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[35.1034252, 127.0876244]"
10,"[0, 0]"
11,"[34.9933182, 126.9649272]"
12,"[0, 0]"
13,"[-21.1279044, -64.792977]"
