,0
0,"[0, 0]"
1,"[0, 0]"
2,"[34.793893, 126.421029]"
3,"[34.7882057, 126.3809999]"
4,"[0, 0]"
5,"[0, 0]"
6,"[34.7904581, 126.3715067]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
