,0
0,"[0, 0]"
1,"[0, 0]"
2,"[35.1565597, 126.3464218]"
3,"[0, 0]"
4,"[0, 0]"
5,"[35.1569797, 126.3467066]"
6,"[0, 0]"
7,"[34.917799, 126.4543965]"
8,"[36.226045, 128.425885]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
