,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[34.63190155, 126.02960754915706]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[34.9925411, 126.136466]"
8,"[0, 0]"
9,"[0, 0]"
10,"[34.843504499999995, 126.25181974315149]"
11,"[0, 0]"
12,"[0, 0]"
13,"[34.666965700000006, 126.01983046335752]"
