,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[34.7158469, 127.07796003417529]"
4,"[0, 0]"
5,"[34.71979425, 127.08176431622637]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[34.70869845, 127.19570118271304]"
10,"[34.849458, 127.3383447]"
11,"[0, 0]"
12,"[34.598748549999996, 127.04450713289518]"
13,"[34.6984872, 126.9892168]"
