,0
0,"[34.5347737, 126.78152488849506]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[34.5361828, 126.7798177]"
5,"[34.5347737, 126.78152488849506]"
6,"[0, 0]"
7,"[34.6393082, 126.75186628279874]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[34.73816975, 126.68696381080574]"
12,"[0, 0]"
13,"[0, 0]"
