,0
0,"[0, 0]"
1,"[34.9266193, 127.51012204423594]"
2,"[34.8866784, 127.5074978]"
3,"[34.9567622, 127.53824855472533]"
4,"[34.9537034, 127.49476770381773]"
5,"[34.9266193, 127.51012204423594]"
6,"[36.3368121, 138.73249757032903]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[34.95491025, 127.481521688465]"
11,"[34.907358200000004, 127.58109407082898]"
12,"[37.7727505, 127.20281694602494]"
13,"[0, 0]"
