,0
0,"[0, 0]"
1,"[37.53870445, 127.322621127628]"
2,"[37.5516942, 127.620113]"
3,"[37.54996115, 127.57152497341956]"
4,"[0, 0]"
5,"[35.840697000000006, 128.50460234364454]"
6,"[37.5683116, 127.454818]"
7,"[0, 0]"
8,"[37.49711, 127.48381087555897]"
9,"[37.5018233, 127.4695486]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
