,0
0,"[37.5819388, 127.13709163990579]"
1,"[37.60205955, 127.1414264273929]"
2,"[37.59925565, 127.13967735333216]"
3,"[0, 0]"
4,"[37.5582778, 127.1022735]"
5,"[37.588851, 127.1602529]"
6,"[0, 0]"
7,"[0, 0]"
8,"[37.56916995, 127.13193209100427]"
9,"[0, 0]"
10,"[37.60755375, 127.14570848799302]"
11,"[37.589634700000005, 127.14991488377515]"
12,"[37.61828035, 127.13467148595586]"
13,"[37.368380450000004, 126.73778290579249]"
