,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.3167727, 126.8551898454769]"
6,"[0, 0]"
7,"[37.281321000000005, 126.57858609607348]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[37.32611335, 126.81393227288031]"
12,"[0, 0]"
13,"[0, 0]"
