,0
0,"[37.3770907, 127.12412950281319]"
1,"[0, 0]"
2,"[37.473036199999996, 127.14182652120412]"
3,"[37.43597765, 127.12558464319491]"
4,"[37.378419550000004, 127.1511650126394]"
5,"[0, 0]"
6,"[37.3854501, 127.1120273]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.4475597, 127.15129530715434]"
10,"[37.4009705, 127.0955353]"
11,"[37.54493785, 126.83593966846568]"
12,"[36.84988, 127.4416377]"
13,"[37.4535736, 127.1369074]"
