,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[37.636537, 126.7081572]"
4,"[0, 0]"
5,"[37.1952294, 128.4545672]"
6,"[0, 0]"
7,"[33.5386487, 126.6275246]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[35.8021226, 128.64326]"
12,"[0, 0]"
13,"[0, 0]"
