,0
0,"[37.3540156, 126.89680866750493]"
1,"[37.32402275, 126.88931648099827]"
2,"[37.34389295, 126.9470879535246]"
3,"[37.66002985, 126.78339178430156]"
4,"[0, 0]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[37.350039100000004, 126.91862773393765]"
9,"[37.3544734, 126.9260405]"
10,"[0, 0]"
11,"[0, 0]"
12,"[37.3302539, 126.9156001]"
13,"[0, 0]"
