,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[37.78561345, 127.0292861358792]"
4,"[37.78506815, 127.0816998688448]"
5,"[0, 0]"
6,"[0, 0]"
7,"[37.6958025, 126.9298852]"
8,"[0, 0]"
9,"[37.82283135, 127.09575559633416]"
10,"[37.841162, 127.10289409231004]"
11,"[0, 0]"
12,"[37.8364877, 126.9681439]"
13,"[0, 0]"
