,0
0,"[0, 0]"
1,"[0, 0]"
2,"[37.5454284, 127.20611676439233]"
3,"[37.58067565, 127.1956657577601]"
4,"[37.5599957, 127.20769437505054]"
5,"[37.5454449, 127.2183195]"
6,"[37.5464863, 127.2192073]"
7,"[37.5224259, 127.1889984]"
8,"[0, 0]"
9,"[37.5455273, 127.2241379]"
10,"[0, 0]"
11,"[37.5436241, 127.2346743]"
12,"[0, 0]"
13,"[0, 0]"
