,0
0,"[0, 0]"
1,"[0, 0]"
2,"[37.523631300000005, 127.29622978055261]"
3,"[37.7175712, 127.19636639686722]"
4,"[0, 0]"
5,"[37.5142549, 127.29767684861181]"
6,"[37.757623, 127.274664]"
7,"[37.623427, 127.261715]"
8,"[0, 0]"
9,"[36.0458597, 129.2504377]"
10,"[37.571147, 127.302456]"
11,"[37.5463784, 127.2444694]"
12,"[0, 0]"
13,"[37.69520145, 127.21927586770809]"
