,0
0,"[37.2867876, 127.0114366]"
1,"[37.28327315, 127.01240174824979]"
2,"[37.2818419, 127.0137108]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.2638858, 127.03467578100032]"
6,"[0, 0]"
7,"[0, 0]"
8,"[37.283412150000004, 127.06650990800645]"
9,"[37.28562175, 127.00974132544425]"
10,"[37.27758145, 127.01676137077627]"
11,"[37.2827193, 127.01889567994593]"
12,"[37.288862550000005, 127.01428002299843]"
13,"[37.2866493, 127.0271166]"
