,0
0,"[0, 0]"
1,"[37.2367503, 127.69318501812681]"
2,"[37.2942204, 127.648031]"
3,"[37.40461735, 127.53869504087987]"
4,"[0, 0]"
5,"[37.294400100000004, 127.64798875212962]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[37.29739675, 127.62471197947451]"
