,0
0,"[0, 0]"
1,"[0, 0]"
2,"[37.0797242, 127.05225757992446]"
3,"[0, 0]"
4,"[0, 0]"
5,"[-4.0039385, 35.3736862]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.0648646, 127.07256524410798]"
10,"[36.92194605, 126.92350005086519]"
11,"[0, 0]"
12,"[37.00234555, 126.82205048941762]"
13,"[37.0991001, 127.09488215150739]"
