,0
0,"[37.1609756, 127.0576341]"
1,"[0, 0]"
2,"[37.1663512, 127.05714807963828]"
3,"[0, 0]"
4,"[37.182381, 127.0206152]"
5,"[34.77196995, 127.70070295839716]"
6,"[0, 0]"
7,"[37.1897702, 127.046569]"
8,"[37.18101325, 127.04568995]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
