,0
0,"[37.41974555, 126.92456570337043]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.384852699999996, 126.90906086848696]"
6,"[35.12052945, 126.91602465604547]"
7,"[0, 0]"
8,"[0, 0]"
9,"[37.399962, 126.951839125]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[37.39882365, 126.91719169689696]"
