,0
0,"[0, 0]"
1,"[0, 0]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[37.46967275, 126.82838410174375]"
6,"[0, 0]"
7,"[37.52455365, 126.81901851411789]"
8,"[37.508785200000005, 126.74215490229491]"
9,"[37.5047452, 126.74513520994014]"
10,"[0, 0]"
11,"[37.50427095, 126.75916806616385]"
12,"[0, 0]"
13,"[0, 0]"
