,0
0,"[0, 0]"
1,"[0, 0]"
2,"[38.068896, 127.133054]"
3,"[0, 0]"
4,"[38.2374398, 127.1604033]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
