,0
0,"[37.7149653, 127.4904839]"
1,"[37.8290936, 127.5162442]"
2,"[37.791575, 127.52515091668056]"
3,"[37.814009150000004, 127.52791333872665]"
4,"[37.741367600000004, 127.35204510362773]"
5,"[37.7787046, 127.4656342]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[0, 0]"
13,"[0, 0]"
