,0
0,"[0, 0]"
1,"[36.01531, 127.4798707]"
2,"[0, 0]"
3,"[0, 0]"
4,"[0, 0]"
5,"[36.130599200000006, 127.49275948921145]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[0, 0]"
10,"[0, 0]"
11,"[0, 0]"
12,"[35.6382875, 126.4642327]"
13,"[36.2242568, 127.48352752856542]"
