,0
0,"[36.4631426, 127.1264411]"
1,"[36.4557672, 127.1228053]"
2,"[36.358891, 127.242545]"
3,"[36.4655532, 127.1119951]"
4,"[36.46804755, 127.12717856661821]"
5,"[36.432122, 127.1240832]"
6,"[0, 0]"
7,"[36.4621427, 127.11394]"
8,"[36.47257, 127.09124]"
9,"[36.4645543, 127.10881004242938]"
10,"[0, 0]"
11,"[36.462205600000004, 127.11301921203199]"
12,"[0, 0]"
13,"[0, 0]"
