,0
0,"[0, 0]"
1,"[36.6882972, 126.6527558]"
2,"[0, 0]"
3,"[0, 0]"
4,"[36.6810337, 126.6470935]"
5,"[0, 0]"
6,"[0, 0]"
7,"[0, 0]"
8,"[0, 0]"
9,"[36.663433, 126.62151]"
10,"[0, 0]"
11,"[0, 0]"
12,"[36.690313, 126.861047]"
13,"[37.5191676, 127.10158447731877]"
